Headline ID,Body ID,Stance
209,5,2
210,5,2
211,5,2
212,5,2
213,6,1
214,7,2
215,7,2
216,7,2
217,7,2
218,7,2
219,7,2
220,7,2
221,7,2
222,7,2
223,7,2
224,7,2
225,7,2
226,7,2
227,7,2
228,7,2
229,7,2
230,7,2
231,7,2
232,7,2
233,7,2
234,7,2
235,7,2
236,7,2
237,7,2
238,7,2
239,7,2
216,7,2
240,7,2
241,7,2
242,7,2
243,7,2
244,7,2
245,7,2
246,7,2
247,7,2
248,7,2
249,7,2
4,7,2
250,7,2
251,7,2
252,7,2
185,7,2
253,7,2
254,7,2
255,7,2
175,7,2
256,7,2
257,7,2
258,7,2
259,7,2
260,7,2
261,7,2
262,7,2
263,7,2
264,7,2
265,7,1
266,7,2
267,7,2
268,7,2
269,7,2
166,7,2
270,7,2
271,7,1
272,7,2
273,7,2
274,7,2
275,7,2
276,7,2
277,7,2
278,7,2
279,7,2
280,7,2
281,7,2
282,7,2
283,7,2
284,7,2
285,7,2
286,7,2
287,7,2
288,7,2
289,7,2
290,7,2
291,7,2
292,7,2
293,7,2
294,7,2
295,7,2
296,7,2
297,7,2
298,7,2
299,7,2
300,7,2
301,7,2
302,7,2
303,7,2
304,7,2
305,7,2
306,7,2
307,7,2
308,7,2
309,7,2
310,7,2
311,8,0
312,8,2
313,8,2
314,8,2
315,8,2
316,8,2
317,8,2
318,8,2
319,8,2
320,8,2
321,8,2
322,8,2
323,8,2
324,8,2
325,8,2
326,8,2
327,8,2
328,8,2
329,8,2
330,8,2
331,8,2
332,8,2
333,8,2
334,8,2
335,8,2
336,8,2
254,8,2
337,8,2
338,8,2
339,8,2
340,8,2
341,8,2
342,8,2
343,8,2
344,8,2
341,8,2
345,8,2
346,8,2
309,8,2
329,8,2
347,8,2
348,8,2
349,8,2
350,8,2
351,8,2
12,9,0
352,9,0
353,10,2
354,10,2
355,10,2
356,10,2
357,10,2
358,10,2
359,10,2
360,10,2
361,10,2
362,10,2
241,10,2
363,10,2
364,10,2
365,10,2
223,10,2
366,10,2
367,10,2
368,10,2
369,10,2
370,10,1
371,10,2
372,10,2
373,10,2
374,10,2
368,10,2
375,10,2
376,10,2
377,10,2
352,10,2
221,10,2
378,10,2
379,10,2
380,10,2
381,10,1
382,10,2
383,10,2
384,10,2
385,10,2
386,10,2
387,10,2
12,10,2
388,10,2
389,10,2
390,10,2
391,10,2
392,10,2
240,11,2
234,11,2
296,11,2
289,11,2
278,11,2
272,11,2
302,11,2
270,11,2
220,11,2
250,11,2
225,11,2
252,11,2
281,11,2
306,11,2
226,11,2
260,11,2
243,11,2
294,11,2
233,11,2
239,11,2
288,11,2
301,11,2
242,11,2
248,11,2
283,11,2
235,11,2
298,11,2
303,11,2
230,11,2
285,11,2
300,11,2
236,11,2
4,11,2
257,11,2
275,11,2
255,11,2
282,11,2
218,11,2
227,11,2
276,11,2
244,11,2
224,11,2
237,11,2
258,11,2
261,11,2
271,11,2
166,11,2
219,11,2
222,11,2
295,11,2
262,11,2
259,11,2
268,11,1
280,11,2
310,11,2
309,11,2
279,11,2
251,11,2
263,11,2
217,11,2
287,11,2
269,11,2
228,11,2
253,11,2
175,11,2
214,11,2
273,11,2
284,11,2
305,11,2
307,11,2
264,11,2
393,12,2
394,12,2
395,12,2
396,12,2
397,12,2
398,12,2
399,12,2
400,12,2
401,12,2
402,12,2
403,12,2
404,12,2
405,12,2
406,12,2
407,12,2
126,12,2
408,12,2
409,12,1
410,13,2
411,13,2
1,13,0
223,13,2
412,13,2
413,13,2
414,13,2
415,13,2
416,13,2
417,13,2
418,13,2
419,13,2
420,13,2
421,13,2
422,13,2
423,14,1
424,15,2
425,15,2
426,15,2
427,15,2
428,15,2
429,15,2
430,15,2
431,15,2
432,15,2
433,15,2
434,15,2
435,15,2
436,15,2
437,15,2
438,15,1
439,15,2
440,15,2
441,15,2
442,15,2
168,15,2
443,15,2
28,15,2
444,15,2
445,15,2
446,15,2
447,15,2
448,16,0
449,17,2
450,17,2
451,17,2
452,17,2
453,17,2
454,17,2
455,17,2
456,17,2
457,17,2
458,17,2
459,17,2
210,17,2
460,17,2
461,17,2
462,17,2
463,17,2
464,17,2
465,17,2
338,17,2
466,17,0
467,17,2
468,17,2
469,17,2
470,17,2
471,17,2
472,17,2
473,17,2
246,17,2
474,17,2
475,17,2
476,17,2
220,17,2
477,17,2
478,17,2
479,17,2
480,17,2
481,17,2
482,17,2
483,17,2
484,17,2
485,17,2
486,17,2
487,17,2
488,17,2
489,17,2
490,17,2
491,17,2
492,17,2
493,17,2
494,17,2
495,17,2
496,17,2
18,18,0
497,19,1
94,20,2
498,20,2
499,20,2
500,20,2
501,20,2
502,20,2
125,20,2
503,20,2
504,20,2
129,20,2
505,20,2
506,20,2
507,20,2
508,20,2
95,20,2
509,20,2
510,20,2
393,20,2
511,20,2
60,20,2
512,20,2
513,20,2
514,20,2
141,20,2
123,20,2
515,20,2
516,20,2
517,20,2
518,20,2
519,20,2
155,20,2
520,20,2
521,20,2
522,20,2
523,20,2
524,20,2
525,20,2
526,20,2
527,20,2
528,20,2
529,20,2
530,20,2
531,20,2
532,20,2
533,20,2
394,20,2
534,20,2
535,20,2
536,20,2
537,20,0
538,20,2
539,20,2
540,20,2
116,20,2
541,20,2
542,20,2
543,20,2
544,20,2
126,21,2
404,21,2
393,21,2
397,21,2
400,21,2
394,21,2
401,21,2
408,21,1
398,21,2
396,21,2
405,21,2
395,21,2
402,21,2
399,21,2
406,21,2
403,21,1
407,21,2
545,22,2
546,22,2
547,22,2
158,22,2
548,22,1
549,22,2
550,22,2
551,22,2
551,22,2
552,22,2
553,22,2
554,22,2
555,22,2
556,22,2
557,22,2
558,22,2
559,22,2
560,22,2
561,22,2
562,22,2
563,22,2
564,22,2
565,22,2
566,22,2
567,22,2
568,22,2
165,22,2
569,22,2
245,22,2
570,22,2
571,22,2
572,23,2
573,23,2
574,23,2
207,23,2
575,23,1
576,23,2
577,23,2
578,23,2
579,23,2
580,23,2
581,23,2
582,23,2
583,24,0
584,25,0
303,26,2
248,26,2
166,26,2
275,26,2
261,26,2
235,26,2
287,26,2
289,26,2
585,26,2
305,26,2
584,26,2
222,26,2
217,26,2
230,26,2
253,26,2
264,26,2
284,26,2
262,26,2
295,26,2
255,26,2
225,26,2
300,26,2
586,26,2
267,26,2
251,26,2
245,26,2
309,26,2
304,26,2
220,26,2
294,26,2
587,26,2
242,26,2
588,26,2
279,26,2
589,26,2
240,26,2
175,26,2
307,26,2
247,26,2
281,26,2
276,26,2
590,26,2
298,26,2
257,26,2
286,26,2
250,26,2
239,26,2
591,26,2
288,26,2
266,26,2
301,26,0
233,26,2
258,26,2
592,26,2
270,26,2
302,26,2
158,26,2
218,26,2
271,26,2
290,26,2
236,26,2
593,26,2
594,26,2
310,26,2
595,26,2
269,26,2
238,26,2
596,26,2
597,26,2
263,26,2
237,26,2
598,26,2
265,26,2
599,26,2
285,26,2
215,26,2
229,26,2
600,26,0
273,26,2
226,26,2
259,26,2
601,26,2
234,26,2
602,26,2
249,26,2
296,26,2
246,26,2
278,26,2
603,26,2
277,26,2
299,26,2
243,26,2
604,26,2
224,26,2
4,26,2
605,26,2
244,26,2
252,26,2
343,26,2
283,26,2
606,26,2
280,26,2
272,26,2
268,26,2
607,26,2
260,26,2
219,26,2
227,26,2
228,26,2
584,26,2
306,26,2
214,26,2
282,26,2
608,27,2
609,27,0
610,28,2
611,28,1
612,28,2
613,28,2
614,28,2
615,28,2
616,28,2
617,28,2
618,28,2
619,28,2
620,28,2
621,28,2
622,28,2
349,29,1
623,29,2
624,29,2
91,29,2
625,29,2
626,29,2
627,29,2
628,29,2
629,29,2
630,29,2
611,29,2
631,29,2
632,30,2
633,30,2
634,30,2
635,30,2
636,30,2
637,30,2
638,30,2
639,30,2
640,30,2
641,30,2
642,30,2
643,30,2
428,30,2
644,30,2
645,30,2
646,30,2
647,30,2
648,30,2
649,30,2
650,30,1
491,30,2
651,30,2
652,30,2
653,30,2
654,30,2
655,30,2
656,30,2
657,30,2
658,30,2
659,30,2
660,30,2
661,30,2
662,30,2
13,30,2
663,30,2
664,30,2
665,30,2
666,30,2
631,30,2
667,30,2
668,31,1
669,32,2
670,32,1
161,32,2
671,32,2
672,32,2
673,32,2
674,32,2
675,32,2
487,32,2
560,32,2
676,32,2
6,32,2
677,32,2
314,32,1
678,32,2
679,32,2
680,32,2
681,32,1
682,32,2
683,33,2
684,33,2
685,33,2
686,33,2
540,33,2
687,33,2
688,33,2
689,33,2
690,33,2
107,33,2
691,33,2
692,33,2
693,33,2
694,33,2
695,33,2
696,33,0
148,33,2
697,33,2
268,34,2
698,34,2
326,34,2
699,34,2
700,34,2
365,34,2
701,34,2
702,34,2
703,34,2
265,34,2
704,34,2
705,34,2
706,34,2
707,34,2
708,34,2
709,34,2
631,34,2
710,34,2
711,34,2
712,34,2
551,34,2
713,34,2
714,34,2
715,34,2
716,34,2
717,34,2
718,34,2
719,34,2
720,34,2
721,34,2
722,34,2
723,34,2
724,34,2
725,34,2
726,34,2
727,34,2
728,34,2
179,34,2
729,34,2
730,34,2
731,34,2
732,34,2
733,34,2
734,34,2
735,34,2
736,34,2
737,34,2
738,34,2
317,34,1
249,34,2
739,34,2
740,34,2
741,34,2
742,34,2
743,34,2
744,34,2
745,34,2
746,34,2
747,34,2
748,34,2
749,34,2
472,34,2
750,34,2
349,34,1
271,34,2
751,34,2
752,34,2
753,34,2
754,34,2
755,34,2
756,34,2
757,34,2
758,34,2
759,34,2
206,34,2
760,34,2
761,34,2
762,34,2
411,34,2
763,34,2
661,34,2
764,34,2
765,34,2
179,35,2
731,35,2
206,35,2
766,35,2
265,35,2
749,35,2
747,35,2
702,35,2
598,35,2
317,35,2
274,35,2
725,35,2
605,35,2
767,35,2
699,35,2
768,35,2
343,35,2
710,35,2
769,35,2
551,35,2
762,35,2
770,35,2
771,35,2
772,35,2
773,35,2
600,35,2
584,35,2
411,35,2
774,35,2
722,35,2
732,35,2
763,35,2
775,35,2
601,35,2
776,35,2
777,35,2
216,35,0
778,35,2
596,35,2
779,35,2
758,35,2
780,35,2
705,35,2
781,35,2
782,35,2
783,35,2
717,35,2
784,35,2
597,35,2
446,35,2
734,35,2
785,35,2
786,35,2
359,35,2
602,35,2
787,35,2
765,35,2
788,35,2
789,35,2
698,35,2
790,35,2
791,35,2
742,35,2
604,35,2
741,35,2
743,35,2
792,35,2
793,35,2
794,35,2
739,35,2
795,35,2
707,35,2
719,35,2
754,35,2
748,35,2
796,35,2
271,35,2
797,35,2
798,35,2
752,35,2
313,35,2
799,35,2
800,35,2
711,35,2
308,35,2
703,35,2
584,35,2
718,35,2
738,35,2
446,35,2
801,35,2
594,35,2
720,35,2
802,35,2
803,35,2
804,35,2
709,35,2
805,35,2
737,35,2
806,35,2
756,35,2
807,35,2
808,35,2
365,35,2
775,35,2
723,35,2
744,35,2
809,35,2
761,35,2
335,35,2
810,35,2
811,35,2
812,35,2
559,35,2
813,35,2
755,35,2
750,35,2
814,35,2
815,35,2
816,35,2
716,35,2
238,35,2
715,35,2
817,35,2
5,35,2
818,35,2
472,35,2
819,35,2
631,35,2
713,35,2
637,35,2
481,36,2
820,36,2
465,36,2
294,36,2
495,36,2
460,36,2
821,36,2
457,36,2
466,36,2
316,36,2
16,36,2
632,36,0
496,36,2
459,36,2
461,36,2
491,36,2
656,36,2
210,36,2
469,36,2
479,36,2
468,36,2
822,36,2
478,36,2
494,36,2
823,36,2
451,36,2
467,36,2
487,36,2
453,36,2
824,36,2
825,37,2
826,37,2
827,37,2
828,37,2
829,37,2
830,37,2
831,37,2
832,37,2
105,37,2
833,37,2
125,37,2
834,37,2
835,37,2
836,37,2
837,37,2
838,37,1
839,37,2
840,37,2
841,37,2
842,37,2
843,37,2
154,37,2
844,37,2
104,37,2
845,37,2
846,37,2
847,37,2
848,37,2
849,37,2
850,37,2
851,37,2
852,37,2
853,37,2
854,37,2
855,37,2
856,37,2
857,37,2
858,37,2
859,37,2
860,37,2
613,37,2
102,37,2
532,37,2
861,37,2
862,37,2
863,37,2
864,37,2
865,37,2
866,37,2
867,37,2
868,37,2
869,37,2
870,37,2
871,37,2
872,37,2
873,37,2
874,37,2
875,37,2
876,37,2
877,37,2
878,37,2
879,37,2
87,37,2
880,37,2
523,37,2
881,37,2
882,37,2
883,38,2
142,38,2
884,38,2
885,38,2
886,38,2
887,38,2
149,38,2
888,38,2
889,38,2
890,38,2
891,38,2
892,38,2
893,38,2
894,38,2
895,38,2
896,38,2
53,38,2
861,38,2
897,38,2
898,38,2
899,38,2
900,38,2
901,38,2
902,38,2
903,38,2
904,38,2
905,38,2
906,38,2
156,38,2
86,38,2
155,38,2
134,38,2
153,38,2
907,38,2
131,38,2
519,38,2
908,38,2
909,38,2
910,38,2
148,38,2
911,38,0
912,38,2
913,38,2
914,38,2
915,38,2
73,38,2
916,38,2
917,38,2
150,38,2
146,38,2
918,38,2
919,39,2
920,39,2
921,39,2
922,39,2
95,39,2
923,39,2
924,39,2
925,39,1
926,39,2
927,39,2
928,39,2
929,39,2
930,39,2
931,39,2
932,39,2
933,39,2
499,39,2
934,39,2
935,39,2
936,39,2
843,39,2
836,39,2
937,39,2
938,39,2
939,39,2
940,39,2
941,39,2
942,39,2
943,39,2
342,40,2
944,40,2
717,40,2
945,40,2
373,40,2
386,40,2
731,40,2
377,40,2
710,40,2
713,40,2
371,40,2
946,40,2
375,40,2
762,40,2
947,40,2
380,40,2
948,40,2
747,40,2
949,40,2
761,40,2
737,40,2
950,40,2
262,40,2
0,40,2
709,40,2
951,40,2
952,40,2
206,40,2
391,40,2
365,40,2
953,40,2
346,40,2
742,40,2
722,40,2
355,40,2
954,40,2
734,40,2
955,40,2
627,40,2
738,40,2
956,40,2
957,40,2
958,40,2
707,40,2
376,40,2
765,40,2
720,40,2
959,40,2
493,40,2
960,40,2
411,40,2
698,40,2
369,40,2
961,40,2
312,40,2
292,40,2
962,40,2
388,40,2
963,40,2
964,40,2
965,40,2
966,40,2
703,40,2
967,40,2
968,40,2
754,40,2
969,40,2
780,40,2
354,40,2
699,40,2
553,40,2
353,40,2
763,40,2
379,40,2
970,40,2
362,40,2
820,40,2
971,40,2
711,40,2
383,40,2
603,40,2
17,40,2
972,40,2
973,40,2
974,40,2
359,40,2
975,40,2
221,40,2
976,40,2
977,40,2
352,40,2
705,40,2
781,40,1
978,40,2
265,40,2
756,40,2
749,40,2
715,40,2
979,40,2
980,40,2
723,40,2
981,40,2
392,40,2
725,40,2
367,40,2
390,40,2
982,40,2
732,40,2
719,40,2
718,40,2
750,40,2
360,40,2
752,40,2
784,40,2
716,40,2
983,40,2
984,40,2
985,40,2
748,40,2
986,40,2
987,40,2
564,40,2
988,40,2
989,40,2
317,40,2
755,40,2
758,40,2
631,40,2
551,40,2
990,40,2
991,40,2
12,40,2
992,40,2
357,40,2
744,40,2
378,40,2
993,40,2
994,40,2
368,40,2
743,40,2
995,40,2
472,40,2
996,40,2
997,40,2
27,40,2
252,40,2
998,40,2
999,40,2
223,40,2
382,40,2
702,40,2
389,40,2
30,40,2
1000,40,2
1001,40,2
739,40,2
1002,40,2
741,40,2
1003,40,2
1004,40,2
29,40,2
1005,40,2
370,40,2
578,40,2
454,40,2
271,40,2
247,40,2
358,40,2
385,40,2
368,40,2
179,40,2
1006,40,2
363,41,1
1007,42,2
1008,42,2
877,42,2
1009,42,2
1010,42,2
1011,42,2
1012,42,2
1013,42,2
869,42,2
1014,42,2
1015,42,2
827,42,2
1016,42,2
1017,42,2
932,42,2
1018,42,2
1019,42,2
1019,42,2
1020,42,2
1021,42,2
1022,42,2
1023,42,0
1024,42,2
1025,42,2
1026,43,2
188,43,2
1027,43,2
1028,43,2
1029,43,2
1030,43,2
1031,43,2
1032,43,2
1033,43,2
758,43,2
1034,43,2
322,43,2
658,43,2
971,43,2
1035,43,2
1036,43,2
1037,43,0
374,43,2
1038,43,2
764,43,2
1039,43,2
1040,43,2
1041,43,2
1042,43,2
460,43,2
1043,43,2
1044,43,2
31,43,2
1045,43,2
457,43,2
1046,43,2
1047,43,2
1048,43,2
1049,43,2
1050,43,2
1051,43,2
1052,43,2
320,43,2
1053,43,2
1054,43,2
1055,43,2
1056,43,2
1057,43,2
1058,43,2
1059,43,2
1060,43,2
1061,43,2
1062,43,2
1063,43,2
339,43,2
1064,44,0
1065,45,2
1066,45,2
1067,45,2
1068,45,2
1069,45,2
1070,45,2
603,45,2
1071,45,2
1072,45,2
193,45,2
1073,45,2
1074,45,2
1075,45,2
1076,45,1
1077,45,2
1078,45,2
1079,45,2
1080,46,2
1081,46,2
103,46,2
1082,46,2
1083,46,2
1084,46,2
1085,46,2
1086,46,2
1087,46,2
121,46,2
1088,46,2
1089,46,2
1090,46,2
1091,46,2
406,46,2
1092,46,2
1093,46,2
1094,46,2
1095,46,2
1096,46,1
1097,46,2
1098,47,2
1099,47,2
1100,47,2
1101,47,2
1102,47,2
734,47,2
1103,47,2
1050,47,2
1104,47,2
1105,47,2
1106,47,2
1107,47,1
1108,47,2
639,48,1
269,48,2
6,48,2
188,48,2
1109,48,2
1110,48,2
1111,48,2
1112,48,2
1113,48,2
738,48,2
1033,48,2
632,48,0
1114,48,2
1115,48,2
360,48,2
1116,49,1
53,50,2
898,50,2
905,50,2
73,50,2
892,50,2
893,50,2
912,50,2
915,50,2
1117,50,2
911,50,2
401,50,2
918,50,2
891,50,2
516,50,2
908,50,2
861,50,2
152,50,2
1118,50,2
1119,50,2
899,50,2
1120,50,2
1121,50,2
910,50,2
1122,50,2
1123,50,2
1124,50,1
51,50,2
1125,50,2
914,50,2
1126,50,2
895,50,2
1127,51,2
1128,51,2
304,51,2
1129,51,2
304,51,2
1130,51,2
1131,51,2
1132,51,1
1133,51,2
630,52,2
86,52,2
889,52,2
1134,52,2
927,52,1
900,52,2
923,52,1
1135,52,2
894,52,2
1136,52,2
887,52,2
1137,52,2
907,52,2
1138,52,2
903,52,2
1139,52,2
913,52,2
916,52,2
906,52,2
1025,52,2
519,52,2
1140,52,2
901,52,2
884,52,2
1141,52,2
911,52,2
904,52,2
885,52,2
883,52,2
888,52,2
897,52,2
917,52,2
1142,52,2
70,52,2
1143,52,2
506,52,2
909,52,2
886,52,2
65,52,2
555,53,1
956,54,2
969,54,2
1144,54,2
999,54,2
991,54,2
987,54,2
1145,54,2
990,54,2
1146,54,2
1147,54,2
1004,54,2
820,54,2
978,54,2
1148,54,2
1149,54,2
1150,54,2
1151,54,2
981,54,2
494,54,2
992,54,1
970,54,2
946,54,2
1152,54,2
430,54,2
262,54,2
247,54,2
976,54,2
448,54,2
292,54,2
824,54,2
1153,54,2
553,54,2
346,54,2
1154,54,2
1155,54,2
1156,54,2
249,55,2
1157,55,2
1158,55,0
1159,55,2
1160,55,2
1161,55,2
1162,55,2
570,55,2
1163,55,2
250,56,2
299,56,2
993,56,2
963,56,2
1164,56,2
29,56,2
955,56,2
1041,56,2
988,56,2
17,56,2
972,56,2
975,56,2
478,56,0
1165,56,2
252,56,2
953,56,2
960,56,2
351,56,2
957,56,2
966,56,2
951,56,2
781,56,2
948,56,2
1166,56,2
312,56,2
1167,56,2
1168,57,2
1169,57,2
1170,57,2
1171,57,2
1172,57,2
1173,57,2
1174,57,2
1175,57,1
1176,57,2
1177,57,2
1178,57,2
1179,57,2
1180,57,2
1181,58,2
668,58,2
1182,58,2
1183,58,2
1184,58,2
1185,58,2
1186,58,2
857,58,2
1187,58,2
1188,58,0
1189,58,2
1092,58,2
1190,58,2
1191,58,2
627,58,2
1192,58,2
1193,58,2
1194,58,2
1195,58,2
919,58,2
1196,58,0
1197,58,2
1015,58,2
1198,58,2
1199,58,2
89,58,2
1200,58,2
1201,58,2
1202,58,2
1203,58,2
930,58,2
1204,58,2
1205,58,2
1206,59,1
1207,60,2
1208,60,2
1209,60,2
1210,60,2
1211,60,2
230,60,2
488,60,2
1212,60,2
1213,60,2
1214,60,2
1215,60,2
1216,60,2
1217,60,2
1218,60,2
1219,60,2
1220,60,2
1221,60,2
1222,60,2
823,60,2
1223,60,2
1224,60,2
276,60,1
1225,60,2
1226,60,2
641,60,2
1227,60,2
575,60,2
1228,60,2
1229,60,2
1230,60,2
1106,60,2
1231,60,2
1232,60,2
240,61,2
1233,61,2
1227,61,2
1222,61,2
953,61,2
376,61,2
1234,61,2
1235,61,2
1236,61,2
1237,61,2
1238,61,2
1239,61,2
1028,61,2
1240,61,2
1241,61,2
818,61,2
1242,61,2
759,61,2
1243,61,2
1166,61,2
1244,61,1
1245,61,2
1246,61,2
1247,61,2
608,61,2
1248,61,2
1249,61,2
1250,61,2
1251,61,2
1252,61,2
1253,61,2
1254,61,2
1255,61,2
1256,61,2
1257,61,2
1258,61,2
1259,61,2
365,62,1
385,62,2
174,62,2
822,62,2
359,62,2
27,62,2
23,62,2
308,62,2
952,62,2
1260,62,2
265,62,1
356,62,2
361,62,2
364,62,2
366,62,2
363,62,2
372,62,2
1261,62,2
355,62,2
374,62,2
1262,62,2
381,62,2
384,62,2
241,62,2
1263,63,1
56,64,0
1264,65,0
1091,66,1
905,67,2
893,67,2
895,67,2
51,67,2
1117,67,1
73,67,2
914,67,2
912,67,2
53,67,2
908,67,2
401,67,2
1120,67,2
918,67,2
899,67,2
898,67,2
892,67,2
910,67,2
915,67,2
861,67,2
911,67,2
891,67,2
443,68,2
444,68,2
425,68,2
441,68,2
427,68,2
436,68,2
431,68,2
442,68,2
433,68,2
424,68,2
432,68,0
437,68,2
447,68,2
446,68,2
426,68,2
445,68,2
434,68,2
429,68,2
439,68,2
430,68,2
1265,69,2
1091,69,2
1089,69,2
1266,69,2
406,69,2
1090,69,2
1267,69,2
1268,69,2
1269,69,2
1093,69,2
1270,69,2
1271,69,2
1272,69,2
1273,69,2
1080,69,2
88,69,2
1094,69,2
1274,69,2
1095,69,2
1275,69,2
1276,69,2
1183,69,2
103,69,2
1085,69,2
1092,69,2
1277,69,2
1082,69,2
864,69,2
1278,69,2
1087,69,2
1279,69,2
838,69,2
1280,69,2
1096,69,1
121,69,2
1281,69,2
1282,69,2
1283,69,2
1284,69,2
1285,69,2
1286,69,2
1086,69,2
1097,69,2
1287,69,2
1088,69,2
1084,69,2
1288,69,1
1289,70,0
1290,71,1
174,72,2
1291,72,2
1292,72,2
1293,72,2
1294,72,2
232,72,2
952,72,2
216,72,2
23,72,2
1295,72,2
1296,72,2
172,72,2
1297,72,2
1262,72,2
1298,72,2
1260,72,2
822,72,2
1299,72,2
1261,72,2
474,72,2
1300,72,2
962,72,2
231,72,2
185,72,2
256,72,2
297,72,2
1301,72,2
1302,72,2
1303,72,2
746,72,2
1304,72,2
1305,72,2
194,72,2
216,72,2
308,72,1
1306,72,2
27,72,2
650,72,2
241,72,2
291,72,2
1307,72,2
293,72,2
1308,72,2
1309,72,2
126,73,0
401,73,2
1310,73,2
1311,73,2
407,73,2
857,73,2
394,73,2
393,73,2
395,73,2
1312,73,2
397,73,2
405,73,2
404,73,2
1313,73,2
399,73,2
402,73,2
406,73,2
398,73,2
1314,74,1
176,75,2
209,75,2
161,75,2
159,75,2
170,75,2
201,75,2
198,75,2
190,75,2
158,75,2
196,75,2
208,75,2
195,75,2
180,75,2
163,75,2
162,75,2
202,75,2
210,75,2
189,75,2
182,75,2
175,75,2
197,75,2
548,75,1
205,75,2
207,75,2
184,75,2
181,75,2
164,75,2
165,75,2
186,75,1
203,75,2
161,75,2
173,75,2
179,75,2
187,75,2
204,75,2
212,75,2
167,75,2
1315,76,1
1316,77,2
1317,77,2
428,77,2
1318,77,2
545,77,2
1226,77,1
1319,77,2
1320,77,2
707,77,2
1321,77,2
1322,77,2
1323,77,2
1324,77,2
1325,77,2
651,77,2
1326,77,2
10,77,2
945,77,2
650,77,2
1327,77,2
663,77,2
646,77,2
666,77,2
1328,77,2
1329,77,2
1145,77,2
559,77,2
328,77,2
1330,77,2
632,77,2
1331,77,2
653,77,2
643,77,2
659,77,2
636,77,2
1332,77,2
648,77,2
1333,77,2
1334,77,2
1335,77,2
1336,77,2
998,77,2
1337,77,2
1155,77,2
999,77,2
1338,77,2
645,77,2
1339,77,2
639,77,2
1340,77,2
635,77,2
1341,77,2
641,77,2
1292,77,2
1342,78,2
1343,78,2
1076,78,3
1344,78,1
1345,78,2
1346,78,2
1347,78,2
1348,78,2
1349,78,2
1350,78,2
1351,78,2
1352,78,2
